Input.turn_id,Input.query,Input.passage_id,Input.passage,Input.relevance_score,chosen_sentences,not_chosen_sentences,empty_annotations
85_4,What licenses and permits are needed for a food truck?,MARCO_3218595,"All barber shop barber shop business (including home, mobile, and online businesses) need a(n) in Temple Hills businesses, MUST Obtain a(n) Business License business permit. 20748. Prince George's County How Much Does It Cost To Register My Business In M small new business. | 2 City of Temple Hills barber shop license MD | 3 | 4 | 5 | 6 | 7. How Much Does It Cost To Register My Business In M. Limited Liability Co (LLC) , Licenses, Business Permit, Tax IDs and or Fictitious Business Name Required To Start Your Own Business.",3,set(),"{'20748.', ""Prince George's County How Much Does It Cost To Register My Business In M small new business."", '| 2 City of Temple Hills barber shop license MD | 3 | 4 | 5 | 6 | 7.', 'How Much Does It Cost To Register My Business In M. Limited Liability Co (LLC) , Licenses, Business Permit, Tax IDs and or Fictitious Business Name Required To Start Your Own Business.', 'All barber shop barber shop business (including home, mobile, and online businesses) need a(n) in Temple Hills businesses, MUST Obtain a(n) Business License business permit.'}",3
85_4,What licenses and permits are needed for a food truck?,MARCO_1490467,"As a food truck owner, you need to consider laws for topics such as: 1  Bathroom Locations. 2  Commissaries. 3  Food Handling. 4  Parking Laws and Permits. 5  Truck Inspections and Food Safety Inspections. 6  Zoning.",4,{'4  Parking Laws and Permits.'},"{'5  Truck Inspections and Food Safety Inspections.', '6  Zoning.', '3  Food Handling.', 'As a food truck owner, you need to consider laws for topics such as: 1  Bathroom Locations.', '2  Commissaries.'}",2
85_5,What makes a good food truck location?,MARCO_3360846,"Food trucks, food trucks everywhere. There are over 3 million food trucks around the United States, with the top cities for food truckage being Los Angeles, New York, Austin, Chicago, Houston, Portland, Cleveland, Washington, D.C., Boston, and Miami. (Source) This year's food trucks were dominated by tasty tacos, Korean-fusion foods, and, of course, good old-fashioned french fries.",4,set(),"{'Food trucks, food trucks everywhere.', 'There are over 3 million food trucks around the United States, with the top cities for food truckage being Los Angeles, New York, Austin, Chicago, Houston, Portland, Cleveland, Washington, D.C., Boston, and Miami.', ""(Source) This year's food trucks were dominated by tasty tacos, Korean-fusion foods, and, of course, good old-fashioned french fries.""}",3
85_5,What makes a good food truck location?,CAR_30293aef8ce2545619f5e27cb9098e7f0d14ceec,"Once more commonplace in American coastal big cities like New York and LA, gourmet food trucks are now to be found as well in the suburbs, and in small towns across the country. Food trucks are also being hired for special events, like weddings, movie shoots, and corporate gatherings, and also to carry advertising promoting companies and brands.",3,"{'Food trucks are also being hired for special events, like weddings, movie shoots, and corporate gatherings, and also to carry advertising promoting companies and brands.'}","{'Once more commonplace in American coastal big cities like New York and LA, gourmet food trucks are now to be found as well in the suburbs, and in small towns across the country.'}",2
85_6,What is a typical day like running a food truck?,CAR_8d8cd1493e0a3fae6c58e43dbedc6b9458de2362,"The university also runs a food truck, the Road Rooster, which serves breakfast on Prince Lawn, and serves late-night fare over the weekends at University Place. In 2014 the university was one of three college campuses in the country selected to receive a mobile Starbucks Coffee truck. The truck, which operates like a normal Starbucks retail location, is operational on weekdays on both Prince Lawn and University Place.",3,"{'The truck, which operates like a normal Starbucks retail location, is operational on weekdays on both Prince Lawn and University Place.'}","{'In 2014 the university was one of three college campuses in the country selected to receive a mobile Starbucks Coffee truck.', 'The university also runs a food truck, the Road Rooster, which serves breakfast on Prince Lawn, and serves late-night fare over the weekends at University Place.'}",2
86_2,How does the climate of Salt Lake City differ from Utah overall?,CAR_a2018112e639d8cf3059ddf3269cfd61b1232da6,Salt Lake City (Utah Transit Authority) has purchased ten A300L  buses for its MAX Bus Rapid Transit system. These buses differ from AC Transit's A300Ls as they have three doors and are equipped for cold weather and high altitude operations. They have also recently placed an order for four more because of overwhelmingly positive support of the first 10 buses and the 'MAX' BRT service they operate.,0,set(),"{""They have also recently placed an order for four more because of overwhelmingly positive support of the first 10 buses and the 'MAX' BRT service they operate."", ""These buses differ from AC Transit's A300Ls as they have three doors and are equipped for cold weather and high altitude operations."", 'Salt Lake City (Utah Transit Authority) has purchased ten A300L  buses for its MAX Bus Rapid Transit system.'}",3
86_2,How does the climate of Salt Lake City differ from Utah overall?,MARCO_6730984,"Salt Lake City is evolving into a true metropolitan city. From its sustainable infrastructure, to its diverse communities and neighborhoods, the capital city fire department strives to maintain a focus on providing value to the residents, business owners, and visitors who live work and play within its boundaries.",0,set(),"{'From its sustainable infrastructure, to its diverse communities and neighborhoods, the capital city fire department strives to maintain a focus on providing value to the residents, business owners, and visitors who live work and play within its boundaries.', 'Salt Lake City is evolving into a true metropolitan city.'}",3
87_5,Tell me about the Hamlin orange variety.,MARCO_5154347,"Citrus Products. Florida growers produce several types of Florida citrus, including oranges, grapefruit and speciality fruit including Temple oranges, tangerines and tangelos. Here are some fun facts about Florida oranges: The primary varieties are Navel, Hamlin, Pineapple, Ambersweet and Valencia.",1,"{'Here are some fun facts about Florida oranges: The primary varieties are Navel, Hamlin, Pineapple, Ambersweet and Valencia.'}","{'Citrus Products.', 'Florida growers produce several types of Florida citrus, including oranges, grapefruit and speciality fruit including Temple oranges, tangerines and tangelos.'}",2
87_9,How do cara cara oranges compare with blood oranges?,MARCO_6897850,"Blood and navel oranges are both citrus fruits. They can be used similarly in desserts, as a snack or as an ingredient in a salad or recipe. However, these two types of oranges are significantly different in appearance, taste and nutritional values.",1,"{'However, these two types of oranges are significantly different in appearance, taste and nutritional values.', 'Blood and navel oranges are both citrus fruits.', 'They can be used similarly in desserts, as a snack or as an ingredient in a salad or recipe.'}",set(),2
88_1,Can I have some information on the labor systems of the Ottoman Empire?,CAR_44c8a23b00acf1a44867da7dd2bf18d458a03b6a,"Dismissed owing to intrigues at the Ottoman court, he was reinstated in Bucharest (1798–1801). In 1799, he passed a resolution ending the labor conflict at the cloth factory in Pociovaliște (presently part of Bucharest). After reforming its system of worker employment and payment, as well as hiring Saxon experts from Transylvania to manage the industry, he denied the workers' request to institute two weeks off for each week of labor, and ordered activities to be resumed, while stressing that it was imperative to respect the Ottoman demand for textiles (see Labor movement in Romania). At the time, the employees did not receive payment, but worked in exchange for tax exemptions.",3,"{""After reforming its system of worker employment and payment, as well as hiring Saxon experts from Transylvania to manage the industry, he denied the workers' request to institute two weeks off for each week of labor, and ordered activities to be resumed, while stressing that it was imperative to respect the Ottoman demand for textiles (see Labor movement in Romania)."", 'At the time, the employees did not receive payment, but worked in exchange for tax exemptions.'}","{'In 1799, he passed a resolution ending the labor conflict at the cloth factory in Pociovaliște (presently part of Bucharest).', 'Dismissed owing to intrigues at the Ottoman court, he was reinstated in Bucharest (1798–1801).'}",2
88_9,Why did the British continue the confessional millet system from the Ottoman Empire?,CAR_962069989da700485cb1676f7ece41334f40dce1,"Today the millet system is still used at varying degrees in some post-Ottoman countries like Iraq, Syria, Jordan, Lebanon, Israel, the Palestinian Authority, Egypt, and Greece (for religious minorities). It is also in use in states like India, Iran, Pakistan and Bangladesh which observe the principle of separate personal courts and/or laws for every recognized religious community and reserved seats in the parliament.",1,set(),"{'Today the millet system is still used at varying degrees in some post-Ottoman countries like Iraq, Syria, Jordan, Lebanon, Israel, the Palestinian Authority, Egypt, and Greece (for religious minorities).', 'It is also in use in states like India, Iran, Pakistan and Bangladesh which observe the principle of separate personal courts and/or laws for every recognized religious community and reserved seats in the parliament.'}",3
88_9,Why did the British continue the confessional millet system from the Ottoman Empire?,CAR_c1f847ce8bee7b3ce1f934d472ba91c6f1852206,"The State of Israel supports religious institutions, particularly Orthodox Jewish ones, and recognizes the 'religious communities' as carried over from those recognized under the British Mandate - in turn derived from the pre-1917 Ottoman system of  Millets. These are: Jewish and Christian (Eastern Orthodox, Latin [Catholic], Gregorian-Armenian, Armenian-Catholic, Syrian [Catholic], Chaldean [Uniate], Greek Catholic Melkite, Maronite, and Syrian Orthodox). The fact that the Muslim population was not defined as a religious community is a vestige of the Ottoman period during which Islam was the dominant religion and does not affect the rights of the Muslim community to practice their faith. At the end of the period covered by the 2009 U.S. International Religious Freedom Report, several of these denominations were pending official government recognition; however, the Government has allowed adherents of not officially recognized groups freedom to practice. In 1961, legislation gave Muslim Shari'a courts exclusive jurisdiction in matters of personal status. Three additional religious communities have subsequently been recognized by Israeli law: the Druze (prior under Islamic jurisdiction), the Evangelical Episcopal Church, and the Bahá'í. These groups have their own religious courts as official state courts for personal status matters (see millet system).",2,"{""The State of Israel supports religious institutions, particularly Orthodox Jewish ones, and recognizes the 'religious communities' as carried over from those recognized under the British Mandate - in turn derived from the pre-1917 Ottoman system of  Millets.""}","{""Three additional religious communities have subsequently been recognized by Israeli law: the Druze (prior under Islamic jurisdiction), the Evangelical Episcopal Church, and the Bahá'í."", 'The fact that the Muslim population was not defined as a religious community is a vestige of the Ottoman period during which Islam was the dominant religion and does not affect the rights of the Muslim community to practice their faith.', 'These groups have their own religious courts as official state courts for personal status matters (see millet system).', ""In 1961, legislation gave Muslim Shari'a courts exclusive jurisdiction in matters of personal status."", 'At the end of the period covered by the 2009 U.S. International Religious Freedom Report, several of these denominations were pending official government recognition; however, the Government has allowed adherents of not officially recognized groups freedom to practice.', 'These are: Jewish and Christian (Eastern Orthodox, Latin [Catholic], Gregorian-Armenian, Armenian-Catholic, Syrian [Catholic], Chaldean [Uniate], Greek Catholic Melkite, Maronite, and Syrian Orthodox).'}",2
89_10,What are examples of apex predators?,CAR_687e2f172136457f76c7446807568880b361fb90,"Apex predators affect prey species' population dynamics. Where two competing species are in an ecologically unstable relationship, apex predators tend to create stability if they prey upon both. Inter-predator relationships are also affected by apex status. Non-native fish, for example, have been known to devastate formerly dominant predators. One lake manipulation study found that when the non-native smallmouth bass was removed, lake trout, the suppressed native apex predator, diversified its prey selection and increased its trophic level.",4,"{'One lake manipulation study found that when the non-native smallmouth bass was removed, lake trout, the suppressed native apex predator, diversified its prey selection and increased its trophic level.'}","{'Inter-predator relationships are also affected by apex status.', 'Non-native fish, for example, have been known to devastate formerly dominant predators.', 'Where two competing species are in an ecologically unstable relationship, apex predators tend to create stability if they prey upon both.', ""Apex predators affect prey species' population dynamics.""}",2
89_6,What other carnivorous plants are native to North and South Carolina?,MARCO_1408236,NATIVE PLANT LIST - North Carolina and South Carolina. This is a starter list of native plants for North Carolina and South Carolina. It is intended for residential or commercial landscapers who want to create attractive and varied native landscapes. Find another Native Plant List!,1,set(),"{'NATIVE PLANT LIST - North Carolina and South Carolina.', 'Find another Native Plant List!', 'This is a starter list of native plants for North Carolina and South Carolina.', 'It is intended for residential or commercial landscapers who want to create attractive and varied native landscapes.'}",3
89_6,What other carnivorous plants are native to North and South Carolina?,MARCO_3630103,"Native Plant List for Coastal South Carolina. This list of plants is composed only of plants native to the coastal plain of South. Carolina, and was developed for Dewees Island. The plants are therefore somewhat. tolerant of salty or brackish conditions and may not include all plants that would be. appropriate for freshwater riparian areas.",1,set(),"{'appropriate for freshwater riparian areas.', 'Native Plant List for Coastal South Carolina.', 'This list of plants is composed only of plants native to the coastal plain of South.', 'The plants are therefore somewhat.', 'Carolina, and was developed for Dewees Island.', 'tolerant of salty or brackish conditions and may not include all plants that would be.'}",3
90_3,How does the Airbus A380 fuel consumption compare to its competitors?,CAR_6baa2456e1373d6b235dd91437c5fa8720297d18,"On August 30, 2011, Boeing confirmed the launch of the 737 new engine variant, called the 737 MAX. Its new CFM International LEAP-1B engines are expected to provide a 16% lower fuel burn than the current Airbus A320.  The 737 MAX is to compete with the Airbus A320neo.",3,"{'On August 30, 2011, Boeing confirmed the launch of the 737 new engine variant, called the 737 MAX.', 'Its new CFM International LEAP-1B engines are expected to provide a 16% lower fuel burn than the current Airbus A320.'}",{'The 737 MAX is to compete with the Airbus A320neo.'},2
90_4,How do the freighter versions of the Airbus A380 and Boeing 747 compare to each other?,CAR_15db7f660c7fcfed6c7e7bccc2a1bab1b4253134,"As of November 2016, Airbus had delivered 36 aircraft with six unfilled orders. The list price is $203.6 million. As well as new-build freighters, Airbus has proposed passenger-to-freighter conversions of existing −200 airliners. The A330-200F is sized between the 767-300F and 777F, but trails both Boeing models in orders and deliveries.",2,set(),"{'The list price is $203.6 million.', 'As well as new-build freighters, Airbus has proposed passenger-to-freighter conversions of existing −200 airliners.', 'As of November 2016, Airbus had delivered 36 aircraft with six unfilled orders.', 'The A330-200F is sized between the 767-300F and 777F, but trails both Boeing models in orders and deliveries.'}",3
90_4,How do the freighter versions of the Airbus A380 and Boeing 747 compare to each other?,CAR_65bc676f892525a0e3f2f870da8981dbf05039aa,"Boeing launched the 777 Freighter in May 2005 with an order from Air France. The freighter variant is based on the −200LR. Other customers include FedEx and Emirates. Boeing officially announced in November 2005 that it would produce a larger variant of the 747, the 747-8, in two versions, commencing with the Freighter version with firm orders for two cargo carriers. The second version, named the Intercontinental, is for passenger airlines. Both 747-8 versions feature a lengthened fuselage, new, advanced engines and wings, and the incorporation of other technologies developed for the 787.",1,set(),"{'Other customers include FedEx and Emirates.', 'The freighter variant is based on the −200LR.', 'The second version, named the Intercontinental, is for passenger airlines.', 'Boeing officially announced in November 2005 that it would produce a larger variant of the 747, the 747-8, in two versions, commencing with the Freighter version with firm orders for two cargo carriers.', 'Both 747-8 versions feature a lengthened fuselage, new, advanced engines and wings, and the incorporation of other technologies developed for the 787.', 'Boeing launched the 777 Freighter in May 2005 with an order from Air France.'}",3
90_4,How do the freighter versions of the Airbus A380 and Boeing 747 compare to each other?,CAR_9fa27c46e3e2dd8ff4328d9f137a263201bc7755,"Besides the applications on the Airbus A380 fuselage, GLARE has multiple 'secondary' applications. GLARE is also the material used in the ECOS3 blast-resistant Unit Load Device. This is freight container shown to completely contain the explosion and fire resulting from a bomb such as that used over Lockerbie. Other applications include among others the application in the Learjet 45 and in the past also in cargo floors of the Boeing 737.",1,set(),"{'GLARE is also the material used in the ECOS3 blast-resistant Unit Load Device.', 'This is freight container shown to completely contain the explosion and fire resulting from a bomb such as that used over Lockerbie.', 'Other applications include among others the application in the Learjet 45 and in the past also in cargo floors of the Boeing 737.', ""Besides the applications on the Airbus A380 fuselage, GLARE has multiple 'secondary' applications.""}",3
90_5,Why did the Airbus A380 stop being produced?,CAR_31188d477f7ffb259b1a6fa2d6289645d5c9f01f,"Airbus announced the first delay in June 2005 and notified airlines that deliveries would be delayed by six months. This reduced the total number of planned deliveries by the end of 2009 from about 120 to 90–100. On 13 June 2006, Airbus announced a second delay, with the delivery schedule slipping an additional six to seven months. Although the first delivery was still planned before the end of 2006, deliveries in 2007 would drop to only 9 aircraft, and deliveries by the end of 2009 would be cut to 70–80 aircraft. The announcement caused a 26% drop in the share price of Airbus' parent, EADS, and led to the departure of EADS CEO Noël Forgeard, Airbus CEO Gustav Humbert, and A380 programme manager Charles Champion. On 3 October 2006, upon completion of a review of the A380 program, Airbus CEO Christian Streiff announced a third delay, pushing the first delivery to October 2007, to be followed by 13 deliveries in 2008, 25 in 2009, and the full production rate of 45 aircraft per year in 2010. The delay also increased the earnings shortfall projected by Airbus through 2010 to €4.8 billion.",3,set(),"{'On 13 June 2006, Airbus announced a second delay, with the delivery schedule slipping an additional six to seven months.', 'This reduced the total number of planned deliveries by the end of 2009 from about 120 to 90–100.', 'On 3 October 2006, upon completion of a review of the A380 program, Airbus CEO Christian Streiff announced a third delay, pushing the first delivery to October 2007, to be followed by 13 deliveries in 2008, 25 in 2009, and the full production rate of 45 aircraft per year in 2010.', 'The delay also increased the earnings shortfall projected by Airbus through 2010 to €4.8 billion.', 'Although the first delivery was still planned before the end of 2006, deliveries in 2007 would drop to only 9 aircraft, and deliveries by the end of 2009 would be cut to 70–80 aircraft.', 'Airbus announced the first delay in June 2005 and notified airlines that deliveries would be delayed by six months.', ""The announcement caused a 26% drop in the share price of Airbus' parent, EADS, and led to the departure of EADS CEO Noël Forgeard, Airbus CEO Gustav Humbert, and A380 programme manager Charles Champion.""}",3
90_5,Why did the Airbus A380 stop being produced?,CAR_3309e30e008cb19bdc5b6a3684e4e968fb17d334,"In recent years the Boeing 777 has outsold its Airbus counterparts, which include the A340 family as well as the A330-300. The smaller A330-200 competes with the 767, outselling its Boeing counterpart in recent years. The A380 is anticipated to further reduce sales of the Boeing 747, gaining Airbus a share of the market in very large aircraft, though frequent delays in the A380 programme have caused several customers to consider the refreshed 747–8. Airbus has also proposed the A350 XWB to compete with the  Boeing 787 Dreamliner, after being under great pressure from airlines to produce a competing model.",3,set(),"{'In recent years the Boeing 777 has outsold its Airbus counterparts, which include the A340 family as well as the A330-300.', 'The smaller A330-200 competes with the 767, outselling its Boeing counterpart in recent years.', 'The A380 is anticipated to further reduce sales of the Boeing 747, gaining Airbus a share of the market in very large aircraft, though frequent delays in the A380 programme have caused several customers to consider the refreshed 747–8.', 'Airbus has also proposed the A350 XWB to compete with the  Boeing 787 Dreamliner, after being under great pressure from airlines to produce a competing model.'}",3
90_6,What was Boeing's response to compete with the Airbus A380?,CAR_59f2a1b0064dc58c66dfb02e203b6146aad050d7,"The order in question had long been pending, and both Boeing and Airbus had been competing heavily for the contract. Both offered shared production in Canada, and Boeing went so far as to buy de Havilland Canada to further strengthen their bargaining position, as well as gain access to the feederliner market where they, at that time, had no presence. The contract was eventually won by Airbus in 1988, with an order for 34 Airbus A320s, as well as the sale of some of Air Canada's existing Boeing 747 fleet. Boeing immediately put de Havilland up for sale, thereby putting that company in jeopardy, but the blame for this was generally placed on the government.",3,"{'Both offered shared production in Canada, and Boeing went so far as to buy de Havilland Canada to further strengthen their bargaining position, as well as gain access to the feederliner market where they, at that time, had no presence.'}","{'Boeing immediately put de Havilland up for sale, thereby putting that company in jeopardy, but the blame for this was generally placed on the government.', ""The contract was eventually won by Airbus in 1988, with an order for 34 Airbus A320s, as well as the sale of some of Air Canada's existing Boeing 747 fleet."", 'The order in question had long been pending, and both Boeing and Airbus had been competing heavily for the contract.'}",2
90_6,What was Boeing's response to compete with the Airbus A380?,CAR_85a14cd392b7b6562878e445671b4622ebddf104,"The 777 ranks as one of Boeing's best-selling models. Airlines have acquired the type as a comparatively fuel-efficient alternative to other wide-body jets and have increasingly deployed the aircraft on long-haul transoceanic routes. Direct market competitors include the Airbus A330-300, newly launched Airbus A350 XWB, and the out-of-production A340 and McDonnell Douglas MD-11. The 787 Dreamliner, which entered service in 2011, shares design features with the 777. In November 2013, Boeing announced the development of upgraded 777-8 and 777-9 variants, collectively named 777X, featuring composite wings and GE9X engines and further technologies developed for the 787. The new 777X series is planned to enter service by 2020.",3,"{'In November 2013, Boeing announced the development of upgraded 777-8 and 777-9 variants, collectively named 777X, featuring composite wings and GE9X engines and further technologies developed for the 787.'}","{'The 787 Dreamliner, which entered service in 2011, shares design features with the 777.', 'Airlines have acquired the type as a comparatively fuel-efficient alternative to other wide-body jets and have increasingly deployed the aircraft on long-haul transoceanic routes.', ""The 777 ranks as one of Boeing's best-selling models."", 'Direct market competitors include the Airbus A330-300, newly launched Airbus A350 XWB, and the out-of-production A340 and McDonnell Douglas MD-11.', 'The new 777X series is planned to enter service by 2020.'}",2
90_7,What is the newest version of the Boeing 777 and what is better about it?,CAR_16e6e8281eb60d4c51cbab836ae46ad7f08bc49d,"Premium Economy, is Air France's premium economy product for long haul flights, which became available on the Boeing 777-200ER, 777-300ER, Airbus A340-300 and Airbus A330-200 in late 2009 and early 2010, and on the A380-800 in late 2010 and early 2011. It is a dedicated cabin section with a 2-4-2 (2-3-2 on the long haul Airbus fleet and 3-3-3 for Alize on the 777-300 serving Indian Ocean and Caribbean routes) configuration with 38″ pitch (36″ for long haul Alize seats), 123° reclining fixed shell seats, including an adjustable headrest, a 10.4″ touchscreen, personal reading lamp, universal power ports, and an adjustable leg rest (40% more space, compared to Voyageur seats; the seats are 20% wider and offer 20% more legroom). There are 38 seats on the Airbus A380, 32 on the Boeing 777-300ER, 24 on the Boeing 777-200 and 21 on the Airbus A340-300 & A330-200 (between the Business and Economy cabin; behind Business on the A380 upper deck). Passengers receive double baggage allowance, priority airport services, lounge access, and extra frequent flier mileage. On board, business class amenities include Sennheiser noise-cancelling headphones, an amenity kit (featuring socks, eye mask, toothbrush & toothpaste, and earplugs), improved blankets, and an enhanced meal service with second hot meal, candies, and ice-cream all served with real glass and metal cutlery. A new improved Premium Economy seat using the same shell will be introduced from June 2014 on the Boeing 777 aircraft, featuring better cushioning and improved foot rest, adding comfort to the passenger.",3,"{'A new improved Premium Economy seat using the same shell will be introduced from June 2014 on the Boeing 777 aircraft, featuring better cushioning and improved foot rest, adding comfort to the passenger.'}","{'On board, business class amenities include Sennheiser noise-cancelling headphones, an amenity kit (featuring socks, eye mask, toothbrush & toothpaste, and earplugs), improved blankets, and an enhanced meal service with second hot meal, candies, and ice-cream all served with real glass and metal cutlery.', 'There are 38 seats on the Airbus A380, 32 on the Boeing 777-300ER, 24 on the Boeing 777-200 and 21 on the Airbus A340-300 & A330-200 (between the Business and Economy cabin; behind Business on the A380 upper deck).', 'Passengers receive double baggage allowance, priority airport services, lounge access, and extra frequent flier mileage.', ""Premium Economy, is Air France's premium economy product for long haul flights, which became available on the Boeing 777-200ER, 777-300ER, Airbus A340-300 and Airbus A330-200 in late 2009 and early 2010, and on the A380-800 in late 2010 and early 2011."", 'It is a dedicated cabin section with a 2-4-2 (2-3-2 on the long haul Airbus fleet and 3-3-3 for Alize on the 777-300 serving Indian Ocean and Caribbean routes) configuration with 38″ pitch (36″ for long haul Alize seats), 123° reclining fixed shell seats, including an adjustable headrest, a 10.4″ touchscreen, personal reading lamp, universal power ports, and an adjustable leg rest (40% more space, compared to Voyageur seats; the seats are 20% wider and offer 20% more legroom).'}",2
90_8,What are the differences between the Boeing 777X-8 and 777X-9?,MARCO_2181421,"The Boeing 777X is a new series of the Boeing 777 family under development.The 777X will have two variants; the 777-8X and the 777-9X. The 777X will feature new engines, new composite wings, and technologies from the Boeing 787. It is intended to compete with the Airbus A350.he Boeing 777X is a new series of the Boeing 777 family under development.",3,set(),"{'The 777X will feature new engines, new composite wings, and technologies from the Boeing 787.', 'The Boeing 777X is a new series of the Boeing 777 family under development.The 777X will have two variants; the 777-8X and the 777-9X.', 'It is intended to compete with the Airbus A350.he Boeing 777X is a new series of the Boeing 777 family under development.'}",3
90_8,What are the differences between the Boeing 777X-8 and 777X-9?,CAR_b19a8179d5b3e822980a2f9552ae489ba0f40d76,"The 777-9X would feature extended horizontal stabilizers compared to the -300ER and a fuselage stretch of  to a total length of  to accommodate 407 passengers. The 777-9X's planned length exceeds the  length of the Boeing 747-8, currently the world's longest airliner. Wingspan was expected to increase from the current  to , and incorporate the use of carbon-fiber-reinforced polymer in its construction.",2,"{'Wingspan was expected to increase from the current  to , and incorporate the use of carbon-fiber-reinforced polymer in its construction.', 'The 777-9X would feature extended horizontal stabilizers compared to the -300ER and a fuselage stretch of  to a total length of  to accommodate 407 passengers.'}","{""The 777-9X's planned length exceeds the  length of the Boeing 747-8, currently the world's longest airliner.""}",2
91_4,"Oh, Internet Protocol (IP) addresses are considered Personally Identifying Information (PII)? What is the full range of personal data defined in the General Data Protection Regulation (GDPR)?",MARCO_4281435,"What is a Privacy Impact Assessment (PIA)? A PIA is a tool used to assess the privacy impact and risks to the personally identifiable information (PII) stored, used, and exchanged by information systems. A PIA evaluates privacy implications when information systems are created, when existing systems are significantly modified, or new technology is purchased.",0,set(),"{'A PIA evaluates privacy implications when information systems are created, when existing systems are significantly modified, or new technology is purchased.', 'What is a Privacy Impact Assessment (PIA)?', 'A PIA is a tool used to assess the privacy impact and risks to the personally identifiable information (PII) stored, used, and exchanged by information systems.'}",3
91_7,What do users of social networks get in return for by giving up their privacy?,CAR_6bca7c398960273b4182833a4b820348ce35d009,"Social network is a social structure made up of a set of social actors (such as individuals or organizations), sets of dyadic ties, and other social interactions between actors. Privacy concerns with social networking services is a subset of data privacy, involving the right of mandating personal privacy concerning storing, re-purposing, provision to third parties, and displaying of information pertaining to oneself via the Internet. Social network security and privacy issues result from the astronomical amounts of information these sites process each day. Features that invite users to participate in—messages, invitations, photos, open platform applications and other applications are often the venues for others to gain access to a user's private information. In addition, the technologies needed to deal with user’s information may intrude their privacy. More specifically, In the case of Facebook. Adrienne Felt, a Ph.D. candidate at Berkeley, made small headlines last year when she exposed a potentially devastating hole in the framework of Facebook's third-party application programming interface (API). It made it easier for people to lose their privacy. Felt and her co-researchers found that third-party platform applications on Facebook are provided with far more user information than it is needed. This potential privacy breach is actually built into the systematic framework of Facebook. Unfortunately, the flaws render the system to be almost indefensible. 'The question for social networks is resolving the difference between mistakes in implementation and what the design of the application platform is intended to allow,' said David Evans, Assistant Professor of Computer Science at the University of Virginia. Moreover, there is also the question of who should be held responsible for the lack of user privacy? According to Evan, the answer to the question is not likely to be found, because a better regulated API would be required for Facebook 'to break a lot of applications, [especially when] a lot of companies are trying to make money off [these] applications.' Felt agrees with her conclusion, because 'there are marketing businesses built on top of the idea that third parties can get access to data and user information on Facebook.'",2,"{'It made it easier for people to lose their privacy.', ""'The question for social networks is resolving the difference between mistakes in implementation and what the design of the application platform is intended to allow,' said David Evans, Assistant Professor of Computer Science at the University of Virginia."", ""Features that invite users to participate in—messages, invitations, photos, open platform applications and other applications are often the venues for others to gain access to a user's private information."", 'More specifically, In the case of Facebook.', ""Adrienne Felt, a Ph.D. candidate at Berkeley, made small headlines last year when she exposed a potentially devastating hole in the framework of Facebook's third-party application programming interface (API)."", 'This potential privacy breach is actually built into the systematic framework of Facebook.'}","{'Felt and her co-researchers found that third-party platform applications on Facebook are provided with far more user information than it is needed.', 'Social network is a social structure made up of a set of social actors (such as individuals or organizations), sets of dyadic ties, and other social interactions between actors.', 'In addition, the technologies needed to deal with user’s information may intrude their privacy.', 'Social network security and privacy issues result from the astronomical amounts of information these sites process each day.', 'Moreover, there is also the question of who should be held responsible for the lack of user privacy?', 'Privacy concerns with social networking services is a subset of data privacy, involving the right of mandating personal privacy concerning storing, re-purposing, provision to third parties, and displaying of information pertaining to oneself via the Internet.', 'Unfortunately, the flaws render the system to be almost indefensible.', ""According to Evan, the answer to the question is not likely to be found, because a better regulated API would be required for Facebook 'to break a lot of applications, [especially when] a lot of companies are trying to make money off [these] applications.'"", ""Felt agrees with her conclusion, because 'there are marketing businesses built on top of the idea that third parties can get access to data and user information on Facebook.'""}",2
92_3,What are other exercises besides Pendulum circles for shoulder injuries?,MARCO_6792800,"When doing exercises which help you gain motion in the shoulder, there will be some moderate pain. There should not be extreme pain. Increased symptoms/pain for longer than an hour after motion or strengthening exercises is a sign that you have done too much. Ice the shoulder for 15 minutes after exercise or if there is any pain; a bag of frozen peas can be used. Other recommendations: Many patients find it beneficial to sleep more upright in a recliner chair after surgery. 0 6 weeks after surgery. You are only working on motion and it MUST be done by someone else.",3,{'Increased symptoms/pain for longer than an hour after motion or strengthening exercises is a sign that you have done too much.'},"{'There should not be extreme pain.', 'Other recommendations: Many patients find it beneficial to sleep more upright in a recliner chair after surgery.', 'You are only working on motion and it MUST be done by someone else.', 'Ice the shoulder for 15 minutes after exercise or if there is any pain; a bag of frozen peas can be used.', 'When doing exercises which help you gain motion in the shoulder, there will be some moderate pain.', '0 6 weeks after surgery.'}",2
